participantID,generation_number,chain_number,chainID,age,extrovert,diff_in_age,diff_in_extrovert,diff_in_gesture_space_Donner,diff_in_entropy_Donner,diff_in_variability_Donner,diff_in_gesture_space_kalt,diff_in_entropy_kalt,diff_in_variability_kalt,diff_in_gesture_space_langsam,diff_in_entropy_langsam,diff_in_variability_langsam,diff_in_gesture_space_leise,diff_in_entropy_leise,diff_in_variability_leise,diff_in_gesture_space_rennen,diff_in_entropy_rennen,diff_in_variability_rennen,diff_in_gesture_space_mean,diff_in_entropy_mean,diff_in_variability_mean,total_dist_Donner,total_dist_kalt,total_dist_langsam,total_dist_leise,total_dist_rennen,total_dist_mean,gesture_space_rennen,entropy_rennen,variability_rennen,gesture_space_Donner,entropy_Donner,variability_Donner,gesture_space_kalt,entropy_kalt,variability_kalt,gesture_space_leise,entropy_leise,variability_leise,gesture_space_langsam,entropy_langsam,variability_langsam,gesture_space_mean,entropy_mean,variability_mean
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,1,ch1g1,26.0,40.0,,,0.737688118500669,1.860545163762867,0.1695247653739701,0.4354503935476486,0.06835538631037119,0.7218056826542455,0.7512020521083186,0.11408710504460429,0.12028714804011065,0.3187169178856537,0.033691309228077504,0.8509025697570909,0.19417567165860394,0.034040458679282626,0.03543139698586706,0.48744663074017874,0.4221438846050405,0.37959031256225684,13.148895465046849,1.577588883951702,2.444457487982001,2.1444102501421027,3.7938261709974,4.62183565162401,-0.9512190687578626,1.0548826713022337,-0.8301412837932554,0.49597008435110895,-0.8745277204197406,-0.5398469598186627,0.22471165423344816,-1.0123117835535922,-1.1191863245341958,-0.7966098358817317,-1.449773677581599,-1.1191863245341958,-0.8411000123171516,0.9589297460157052,-0.6933737130457507,-0.37364943567443776,-0.2645601528473986,-0.8603469211452122
2,2,1,ch1g2,24.0,17.0,2,23,0.27651292073143713,0.047161204191785044,0.3580792568283464,0.0033709828730328073,0.13444929619179025,3.1030999628240448,0.18979428416323474,0.02516582952827706,0.04102509478325267,0.10116271308743574,0.02892882951949538,0.0,0.06577323932000545,0.013628919561451625,0.11818034894796514,0.12732282803502917,0.04986681579855987,0.7240769326767218,1.4820855069033898,5.2851688081091135,0.7004199457106532,0.4035247831907315,0.3972038214121854,1.6536805730652149,-1.016992308077868,1.041253751740782,-0.7119609348452902,0.7724830050825461,-0.9216889246115256,-0.8979262166470091,0.22808263710648097,-1.1467610797453824,1.9839136382898492,-0.695447122794296,-1.4208448480621036,-1.1191863245341958,-0.6513057281539169,0.9337639164874282,-0.652348618262498,-0.2726359033674107,-0.30285543683816035,-0.2795016911998288
3,3,1,ch1g3,32.0,60.0,8,43,0.23172378736017607,1.9181694698021516,0.9148961727839474,0.748659900903788,0.10929595945856763,1.3162246168194023,0.22958635972281055,0.13999148575817155,0.11347687862588685,0.13076947020004814,0.13268093586689989,0.6526805669355298,0.5859957594763023,0.02498688234716462,0.18636390374542622,0.385347055532625,0.465024946646591,0.6367284277820385,12.63181132091682,2.5965072187814355,0.6275836916804726,2.357628102013238,1.0045541788526111,3.8436169024489155,-0.4309965486015656,1.0662406340879467,-0.8983248385907164,0.54075921772237,0.9964805451906261,0.016969956136938347,-0.5205772637973071,-1.0374651202868148,0.6676890214704471,-0.8262165929943441,-1.2881639121952038,-0.466505757598666,-0.4217193684311063,1.0737554022455997,-0.7658254968883849,-0.3317501112203906,0.16216950980843076,-0.28919942309407637
4,4,1,ch1g4,60.0,86.0,28,26,1.4589542338861894,0.06503310608340584,0.1875447642550175,0.6257010545014507,1.7379189738408747,0.1737389850022611,1.1800588547057702,0.1998250245286003,1.0258133928934883,0.014942747088604103,1.4802116847209776,0.006412855418599872,0.1592055987678731,0.10949271353669698,0.013691329230922977,0.6877724977899775,0.718496300542111,0.28144026536005795,2.690339237625549,12.206711823310386,3.9172554034333458,11.145116369615389,0.5407004000478215,6.100024646806498,-0.2717909498336925,0.9567479205512497,-0.9120161678216394,1.9997134516085593,1.061513651274032,-0.17057480811807915,0.10512379070414374,0.70045385355406,0.49395003646818597,-0.81127384590574,0.1920477725257739,-0.4729186130172659,0.7583394862746639,0.8739303777169994,0.25998789600510347,0.3560223865695869,0.756938715124423,-0.16031433129673903
5,5,1,ch1g5,59.0,66.0,1,20,0.26646641602612453,0.28415836303588826,1.437016408456905,0.40779048717168365,1.6366693892065696,1.1539624138458,0.34650578953344413,0.16217895760486367,0.6751512364933017,0.3948823927635885,1.7490188788740384,0.6462677115169299,0.26701820865704146,0.15110128678517332,0.29778441470051187,0.3365326588303764,0.7966253751013067,0.8420364370026897,2.391624895217318,11.565740099476963,1.2137339356722197,10.42285001100259,1.6336319415223584,5.44551617657829,-0.538809158490734,1.107849207336423,-0.6142317531211275,2.266179867634684,0.7773552882381437,1.266441600338826,-0.3026666964675399,-0.9362155356525095,-0.660012377377614,-1.2061562386693285,-1.5569711063482645,-1.1191863245341958,0.4118336967412197,1.0361093353218631,0.9351391324984052,0.12607629414966018,0.08562543777913116,-0.03836994443914123
6,6,1,ch1g6,24.0,71.0,35,5,1.5920767020178397,1.651074135611387,0.9723489589619962,1.1223259980087463,0.12210419056778099,0.5525937764280373,0.6631521578007681,0.05201894989663802,0.6016252332162573,0.1927813871101518,0.10433369826832406,0.0,0.06047139802357915,0.11630435097569813,0.14563984217557358,0.726161528592217,0.40916706506396566,0.45444156215637294,12.166147960509,1.9463234006015817,1.8066559213196356,1.9400764240493724,0.9639187640497132,3.7646244941058606,-0.5992805565143131,0.9915448563607249,-0.46859191094555397,0.6741031656168441,-0.8737188473732433,0.2940926413768296,-1.4249926944762863,-0.8141113450847285,-0.10741860094957671,-1.3989376257794803,-1.4526374080799405,-1.1191863245341958,-0.25131846105954836,0.9840903854252251,0.3335138992821479,-0.6000852344425568,-0.23296647175039248,-0.2135180591540698
7,7,1,ch1g7,50.0,40.0,26,31,0.19773452839351735,0.11430690826975265,0.6803227495518936,0.7891675800693619,0.24808405602300365,0.8518962810992352,0.2866627724017561,0.0945393204134174,0.5001593770585643,0.5493648869643881,0.04326433295806176,0.0,0.0009652205882854092,0.008504799278134967,0.06140062461645546,0.3647789976834618,0.10173988338847409,0.4187558064652297,1.3926036662910095,2.3532299960598064,1.653497649463221,0.66999991333273,2.789105662169838,1.771687377463321,-0.5983153359260277,1.0000496556388598,-0.5299925355620094,0.8718376940103615,-0.7594119391034907,-0.38623010817506404,-0.6358251144069244,-1.0621954011077321,0.7444776801496585,-0.8495727388150922,-1.4959017410380022,-1.1191863245341958,-0.5379812334613044,0.8895510650118077,0.8336732763407122,-0.34997134571979743,-0.2855816721197115,-0.09145160235617969
8,8,1,ch1g8,24.0,54.0,26,14,0.0976824585091498,0.05546809429787247,0.13130414739684032,0.06552889624168645,0.022404810717918888,0.6380750032468555,0.7661490449695473,0.04986340571058867,0.9351322498953434,0.1160673629798954,0.028899918894050414,1.8234943938587187,0.10391189268832979,0.019382045571714634,0.356697808139921,0.22986793107772177,0.03520365503842902,0.7769407205075357,0.6589531953314868,2.102314676367923,1.9576303710519765,4.476641302177203,0.7969790428552287,1.9985037175567637,-0.4944034432376979,0.9806676100671452,-0.8866903437019305,0.9695201525195113,-0.8148800334013632,-0.2549259607782237,-0.5702962181652379,-1.0397905903898133,1.382552683396514,-0.9656401017949876,-1.5248016599320526,0.7043080693245228,0.2281678115082428,0.9394144707223964,-0.10145897355463113,-0.16653035983403386,-0.2918780405867375,0.16875709493725027
9,9,1,ch1g9,58.0,50.0,34,4,0.6828763818906295,0.003023015916849836,0.08902067523296331,0.38800600034959787,0.006459015139392621,2.183664426865602,1.213394595093454,0.051092068626411136,0.45111705254707063,0.2012582105525369,0.04828354497411924,0.4083867652912755,0.10163511478402382,0.016717876166071566,0.6842384286781137,0.5174340605340484,0.02511510416456888,0.7632854697230049,1.101977005571418,3.755790933254563,1.9342134403103752,5.796881572312617,1.2678762083105113,2.771347831951897,-0.3927683284536741,0.9639497339010736,-0.20245191502381674,1.6523965344101408,-0.817903049318213,-0.343946636011187,-0.18229021781564,-1.0333315752504206,3.566217110262116,-0.7643818912424507,-1.4765181149579334,1.1126948346157983,-0.9852267835852111,0.8883224020959852,0.3496580789924395,-0.13445413733736702,-0.29509612070590163,0.8964342945670699
10,10,1,ch1g10,25.0,70.0,33,20,0.05621516308879215,1.2692658313376146,0.3294634261818222,0.20011346233987773,0.15154632540924062,4.219644983397427,0.9413708034890552,0.06001081772889305,0.34210792043925325,0.16008751200570281,0.15063290284428676,1.0409721422752056,0.48316180939431147,0.04378080433713105,0.619238723719928,0.36818975006354787,0.33504733633143324,1.3102854392027272,12.06297388906268,6.935094446303318,2.230609563462614,6.235387557648395,1.8838167012631004,5.869576431548022,-0.8759301378479856,1.0077305382382047,-0.8216906387437448,1.708611697498933,0.4513627820194015,-0.6734100621930093,-0.38240368015551773,-0.88178524984118,-0.6534278731353113,-0.6042943792367479,-1.3258852121136466,0.07172269234059271,-0.04385598009615584,0.8283115843670922,0.007550158553186246,-0.03957449596749481,0.015946888533974347,-0.41385114463565725
11,11,1,ch1g11,25.0,76.0,0,6,0.026974464173826762,1.2637814016258806,0.7208574548756944,1.492912823999879,0.03913236037485368,0.43649137889579825,1.2335871434079217,0.8170502336343363,1.126736483087382,0.008365860322677832,0.0567079200526901,1.1909090168747885,0.38277232331402383,0.07812498669316426,0.3534560528947364,0.6289225230436658,0.45095938047618506,0.7656900773256798,12.169790354274468,2.6322919249189867,6.470955388056035,2.8693821830627715,2.00758558626323,5.230001087315098,-0.49315781453396174,0.9296055515450404,-0.4682345858490084,1.6816372333251062,-0.8124186196064791,0.047447392682685115,1.1105091438443613,-0.9209176102160337,-0.21693649423951297,-0.6126602395594257,-1.3825931321663367,-1.1191863245341958,-1.2774431235040775,0.01126135073275587,-1.1191863245341958,0.0817770399144005,-0.43501249194221064,-0.5752192672948455
12,12,1,ch1g12,25.0,55.0,0,21,0.26417662911357787,1.5364107803616784,1.2085396498723517,1.256236789675899,0.3400022568365537,3.2360592352245168,0.621747742084722,0.9054302196858207,0.8805718245191255,0.16016289232977987,0.10599575511743264,1.1871708293351058,0.01066883096001231,0.00013361240019948983,0.21571456211828693,0.46259857683279826,0.577594524880337,1.3456112202138775,12.571276442371463,5.96452540168226,6.014637413528656,2.9102791214134274,0.7588101816183879,5.643905712122839,-0.503826645493974,0.9297391639452399,-0.6839491479672953,1.4174606042115283,0.7239921607551992,1.2559870425550368,-0.1457276458315378,-1.2609198670525874,3.019122740985004,-0.45249734722964585,-1.276597377048904,0.06798450480090998,-0.6556953814193555,0.9166915704185766,-0.2386145000150702,-0.06805728315259696,0.006581130203504859,0.6841061280717169
13,13,1,ch1g13,10.0,50.0,15,5,1.047528474537129,1.5894084066071097,0.5647007430598986,0.21266942790089222,0.2234406155193922,0.5767965775138908,0.5681352486804746,0.08604946505796385,0.19357877828723788,0.474445987078816,0.09017133888077078,1.1871708293351058,0.3662544654342259,0.0638367630634682,0.037558336998679276,0.5338067207263075,0.4105813178257409,0.5119610530389626,12.31243004884642,1.503666790610285,3.327555680418923,2.691677683607168,1.9138389589090947,4.349833832478378,-0.8700811109282,0.8659024008817717,-0.6463908109686161,0.36993212967439926,-0.8654162458519105,0.6912862994951382,-0.35839707373243,-1.0374792515331952,2.442326163471113,-0.9269433343084619,-1.3667687159296749,-1.1191863245341958,-0.08756013273888087,1.0027410354765405,-0.045035721727832316,-0.3746099044067147,-0.2802041553912936,0.2645999211471215
14,14,1,ch1g14,11.0,40.0,1,10,0.36264794940804657,0.07817633500579768,0.8439707036421956,0.9571071269415097,0.07736039591937449,3.5615124880053086,0.10280609012443453,0.015798978962639376,0.6967844094131138,0.4367337310338584,0.030673023590712,0.0,0.1818419725705701,0.16684944019178194,0.08589828882915207,0.4082273740156839,0.07377163473406109,1.0376331779779542,1.7344149632630084,5.980123289683343,3.4024955919948,0.7874846612316051,0.7788488399760656,2.5366734692297643,-0.6882391383576298,1.0327518410735537,-0.7322890997977681,0.7325800790824458,-0.7872399108461128,-0.1526844041470574,0.5987100532090797,-0.9601188556138207,-1.1191863245341958,-0.4902096032746035,-1.3974417395203869,-1.1191863245341958,0.01524595738555367,1.0185400144391799,0.6517486876852815,0.03361746960896914,-0.21870173009351737,-0.4943194930655871
15,15,1,ch1g15,44.0,70.0,33,30,0.06071479564583482,0.00544242691651442,0.04461725672486688,0.7241781842740018,0.15250023615004182,2.274133385846585,0.020725618697962286,0.21661955742763472,0.26784607600233146,0.23375541407451894,0.04995351836843809,0.0,0.13581449806492163,0.06327771785336311,0.018158711764833524,0.2350377021514479,0.09755869134319843,0.5209510860677233,0.5568911133485421,4.01581684563992,0.9385274571226124,0.5869367102061617,0.4303068940507062,1.3056958040735887,-0.8240536364225515,0.9694741232201906,-0.7504478115626017,0.671865283436611,-0.7817974839295984,-0.10806714742219051,-0.1254681310649222,-1.1126190917638625,1.154947061312389,-0.7239650173491224,-1.447395257888825,-1.1191863245341958,0.035971576083515956,0.8019204570115451,0.38390261168295003,-0.19312998506329382,-0.31408345067011006,-0.08777032210472982
16,16,1,ch1g16,27.0,30.0,17,40,0.2666031229070431,1.7035457642614742,0.11944314858612282,0.17547981906772542,1.6358786806161676,2.2266465526731336,0.08730782827949204,0.1780709179251896,0.32427906256384964,0.5105008790529971,0.2915222657409364,0.4653709650993493,0.16636045697648993,0.5086960465058898,1.4110794790164345,0.24125042125674953,0.8635427350099315,0.909363841587778,12.935344753193348,13.380718293418056,1.6730236334751063,3.441137707143381,2.954187045047634,6.876882286455505,-0.9904140933990414,0.4607780767143007,0.6606316674538328,0.4052621605295679,0.9217482803318758,0.011376001163932314,0.050011688002803235,0.5232595888523051,-1.0716994913607447,-0.2134641382961253,-1.1558729921478885,-0.6538153594348465,-0.05133625219597608,0.9799913749367347,0.7081816742467997,-0.1599881270717543,0.34598086573746556,-0.06906510158620524
17,17,1,ch1g17,,,,,0.7874218205492298,1.7741376504370656,0.8199590839628572,0.9944566973935194,1.8887404202747036,0.04748683317345104,0.9961981539120349,0.11185092221197612,0.9270562417707622,0.5467351318764524,0.25673953662687854,0.4653709650993493,,,,0.8312029509328092,1.007867132387656,0.5649682810016049,11.476191919173504,10.62420422730732,2.5603910064654407,2.603731865898705,,6.816129754711243,,,,-0.3821596600196619,-0.8523893701051899,-0.8085830827989249,-0.9444450093907162,-1.3654808314223985,-1.1191863245341958,-0.7601992701725777,-1.412612528774767,-1.1191863245341958,-1.047534406108011,0.8681404527247586,-0.21887456752396256,-0.7835845864227418,-0.6905855693943992,-0.8164575748478198
18,18,1,ch1g18,19.0,64.0,,,0.14553915462181372,0.12525025351257357,0.1333721307453346,1.3345056275096,0.44445608173799467,0.854762997121278,0.06720789663553073,0.034968995695054184,0.5367948045341987,0.07359258821721126,0.030784802659248767,0.0,,,,0.4052113167460389,0.1588650334012178,0.38123248310020286,0.8515064478146417,4.278133967317478,2.5661839542036557,3.7480212059672593,,2.8609613938257588,,,,-0.5276988146414756,-0.7271391165926163,-0.9419552135442595,0.3900606181188837,-0.9210247496844038,-0.2644233274129177,-0.6866066819553664,-1.3818277261155183,-1.1191863245341958,-0.9803265094724802,0.9031094484198128,0.31792023701023614,-0.45114284698760965,-0.5317205359931814,-0.5019111571202842
19,19,1,ch1g19,57.0,39.0,38,25,1.352547935411314,0.09659434974318726,0.8804218875566774,0.31153882325771787,0.0640861512458134,0.6764617822185592,0.6511821250735386,0.11216751815982184,0.22838085112561263,0.3862238912342053,0.10133631244185493,1.4970031159034756,0.49939585190723546,0.21318040670015914,0.9147929579702481,0.6401777253768023,0.11747294765816732,0.8394121189549146,2.8786162458690625,2.0281954791561008,2.564617849102482,3.575879965515263,1.9261736229788944,2.59469663252436,-1.1820634837698136,0.8141306369963678,0.5975779919354828,0.8248491207698383,-0.8237334663358036,-0.06153332598758208,0.07852179486116584,-0.9851109009302172,0.4120384548056416,-1.0728305731895718,-1.4831640385573732,0.37781679136927976,-0.3291443843989416,1.0152769665796346,0.08953938588462351,-0.3361335051454646,-0.2925201604494784,0.2830878596014891
20,20,1,ch1g20,,,,,0.06768772938623124,0.06784108017299328,0.7525012683151587,0.2509471730094882,0.3101665673408591,1.2331694972537384,0.39700611662176727,0.1927961059429062,0.12800828193506958,0.35189702555038593,0.015377734303624768,1.2982575983400508,0.18793664428286871,0.028651797298454795,0.7825212497587515,0.25109493777014824,0.12296665701176764,0.8388915791205538,1.2863987884324095,3.098653867858826,2.2038161923423836,2.4980649832376214,1.4918008360068058,2.1157469335756094,-0.9941268394869449,0.785478839697913,-0.18494325782326865,0.8925368501560695,-0.7558923861628103,-0.8140345943027408,-0.17242537814832237,-1.2952774682710764,-0.8211310424480968,-1.4247275987399577,-1.498541772860998,1.6760743897093306,-0.7261505010207089,0.8224808606367284,0.2175476678196931,-0.4849786934479729,-0.38835038539204864,0.014702632590983488
21,1,2,ch2g1,22.0,50.0,,,2.8918030706362146,2.6433410132700295,0.40981459934156295,0.29665714962358025,1.574951203170722,3.3991643733218733,0.17995803367660276,0.089703635069727,1.7178602646634533,0.22647794634906937,0.04527726922623421,0.4977234923675883,0.5444154727045177,0.01390018982014296,0.1108621211968639,0.827862334597997,0.8734346621113712,1.2270849701782685,12.39661729048856,12.07004919890989,3.21487382085494,1.1097171592569226,3.827159215727304,6.523683337047524,-1.3014588698037763,1.1028233198016593,-0.7547105595822585,-1.6581448677844366,-1.657323569926903,-1.1191863245341958,-0.5073958889377806,0.6309948059275009,3.001783731441923,-0.8888488074183161,-1.4613596375797557,0.2294397375904835,-0.2698559938854358,0.9833132159905825,1.1447736996578133,-0.9251408855659491,-0.08031037315738328,0.5004200569147532
22,2,2,ch2g2,59.0,69.0,37,19,2.6475968277942674,2.4931742882820838,2.1274479457344384,0.3810520602198973,0.04885025377185659,0.36556722790992024,0.5444153969680304,0.191418272844871,1.2939671498825054,0.2398019724562903,1.4518099245512806,1.3486260621246793,0.24921447321494372,0.40335138643152746,0.37766814008844557,0.8124161461306858,0.917720825176324,1.1026553051479977,12.488868097064634,1.379905326738582,4.388047601136027,11.141008269891213,2.6208273476445925,6.40373132849501,-1.0522443965888326,0.6994719333701318,-0.37704241949381295,0.9894519600098309,0.8358507183551807,1.0082616212002424,-0.12634382871788336,0.5821445521556443,3.3673509593518434,-1.1286507798746064,-0.009549713028475237,-1.1191863245341958,0.27455940308259463,0.7918949431457115,-0.1491934502246922,-0.20864552841777936,0.5799624867996387,0.5460380772598769
23,3,2,ch2g3,35.0,43.0,24,26,0.8873491293000345,0.2360639513955608,0.5909593217893145,0.410562626465407,0.22409342908647756,2.3642199491130156,0.7239536163757619,0.024590281555212368,0.46148829459636964,0.11571527560352313,1.2794992493290969,0.7611255400883109,0.35333253604662973,0.004393304872825188,0.012305068413795861,0.4981826367582712,0.3537280432478346,0.8380196348001613,3.726827534321208,5.398309999201146,3.781657595140883,10.835648859377136,2.066396903072455,5.161768178222565,-0.6989118605422029,0.703865238242957,-0.3647373510800171,1.8768010893098654,0.5997867669596199,1.599220942989557,0.2842187977475236,0.8062379812421219,1.0031310102388278,-1.0129355042710833,-1.289048962357572,-0.35806078444588485,0.9985130194583566,0.8164852247009239,-0.6106817448210619,0.2895371083404919,0.3274652497576101,0.25377441457628425
24,4,2,ch2g4,66.0,60.0,31,17,0.9384712502784536,0.07210953547448151,0.019919950979519596,0.9637243953137982,2.116480229331245,0.11837297485537202,1.4502160368740329,0.006968804449873356,2.5582933042869094,0.050258169089575144,0.06671953399582775,0.2360979565531768,0.38404153338898817,0.04394895633179541,1.0183153132590688,0.7573422769889696,0.46124541191664453,0.7901998999868093,3.8192028886311906,13.328315522401487,4.827990440323795,0.7371374256223335,2.267355737504045,4.99600040289657,-1.082953393931191,0.7478141945747524,0.6535779621790516,0.9383298390314119,0.6718963024341014,1.5793009920100374,-0.6795055975662745,-1.3102422480891227,0.8847580353834558,-1.0631936733606584,-1.3557684963533998,-0.12196282789270804,-0.45170301741567637,0.8234540291507972,1.9476115594658474,-0.46780516864847765,-0.0845692436565743,0.9886571442291368
25,5,2,ch2g5,33.0,80.0,33,20,0.7244232038746834,0.0778216164812413,0.7926377004824208,0.3996400827196652,0.08619572723488966,2.0039443599176514,0.5813836916085304,0.20904465826623597,2.0658921274289197,0.2077183455486773,0.029551300600055397,0.016150418816939807,0.35743622175827583,0.31151881604803233,1.712846139735737,0.45412030910196644,0.14282642372609095,1.3182941492763338,5.615152085228985,4.310407959767626,4.133448177079838,0.3840615377679317,3.2513092478082792,3.538875801530532,-0.7255171721729152,1.0593330106227847,-1.0592681775566855,1.6627530429060953,0.5940746859528601,2.371938692492458,-0.27986551484660926,-1.224046520854233,-1.1191863245341958,-0.8554753278119811,-1.3853197969534552,-0.10581240907576824,-1.0330867090242069,1.0324986874170332,-0.11828056796307218,-0.2462383361899234,0.015308013236997953,-0.006121757327452704
26,6,2,ch2g6,,,,,0.6466801401842992,0.3331204154389781,1.2604770296111525,0.9151255579046628,0.3357515003846002,0.6270791972053642,0.29377339629151533,0.024426815047751793,0.02335495739169255,0.11075063335073443,0.0667630124935723,1.0133739154584276,0.12568807989082176,0.026897674556257023,0.19247946820970685,0.4184035615244067,0.1573918835842319,0.6233529135752688,3.9730483309885294,2.4978983015163725,2.4239288354478754,2.5964214378026425,1.2835002222558272,2.5549594256022496,-0.851205252063737,1.0324353360665277,-0.8667887093469786,1.016072902721796,0.9271951013918381,1.1114616628813057,-1.194991072751272,-0.8882950204696328,-0.49210712732883155,-0.7447246944612467,-1.4520828094470275,-1.1191863245341958,-0.7393133127326915,1.0080718723692814,-0.14163552535476473,-0.5028322858574302,0.1254648959821974,-0.301651204736693
27,7,2,ch2g7,13.0,73.0,,,0.2084342392170837,0.04202309486136979,0.5690625809149199,0.8126920283878375,0.06349399179412063,0.3231958762228364,1.6390006457365354,0.023141845223575874,1.092629268477585,0.43907809120746855,1.7421422938032918,0.0,0.08743501892686778,0.24563486261149858,0.6965763975178354,0.6373280046951586,0.42328721765877136,0.5362928246266353,1.843825673497101,1.1301841541919602,5.09510433856243,9.37945066302518,1.7447784796618595,3.838668661787706,-0.7637702331368692,0.7868004734550291,-0.17021231182914315,1.2245071419388798,0.8851720065304683,0.5423990819663858,-0.38229904436343454,-0.9517890122637535,-0.16891125110599514,-0.3056466032537781,0.2900594843562643,-1.1191863245341958,0.8996873330038438,0.9849300271457055,0.9509937431228203,0.13449571883772835,0.39903459584474277,0.007016587523974371
28,8,2,ch2g8,80.0,80.0,67,7,0.10358886643816057,0.14795373292221137,0.06827280261897606,0.27155679539836997,0.0451669166991685,1.0479836694645597,,,,1.0768382172208455,1.6847536068986433,0.0,0.6287730597352434,0.1612190568144598,0.5054304152058886,0.5201892346981549,0.5097733283336208,0.4054217218223561,2.8885429725955674,2.6171221177096298,,10.057806122542395,2.2373462569767177,4.450204367456077,-0.13499717340162576,0.9480195302694889,-0.6756427270350318,1.1209182755007192,0.737218273608257,0.6106718845853618,-0.11074224896506457,-0.906622095564585,0.8790724183585644,-1.3824848204746236,-1.394694122542379,-1.1191863245341958,,,,-0.1268264918351487,-0.15401960355730454,-0.0762711871563253
29,9,2,ch2g9,69.0,45.0,11,35,0.6428848471754187,1.8126600261690555,0.08428719300812382,0.17576597977168146,0.3000646495934529,0.39507764904680986,,,,0.5365046659646708,0.0670011253517242,1.3382190642095613,0.20050197180144474,0.043910152986106565,0.34918536479694257,0.38891436617830394,0.5559089885250847,0.5416923177653594,14.264105707750462,4.412490949005713,,3.033528626968604,2.792423465509984,6.125637187308691,-0.3354991452030705,0.9041093772833824,-0.32645736223808924,0.47803342832530044,-1.0754417525607987,0.526384691577238,-0.28650822873674603,-1.2066867451580379,1.2741500674053743,-0.8459801545099528,-1.4616952478941032,0.21903273967536563,,,,-0.24748852503111723,-0.7099285920823893,0.42327753410497215
